# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  2 01:24:21 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_dist,sy_disterr1,sy_disterr2
COCONUTS-2 b,402000000.00000000000,470000000.00000000000,-100000000.00000000000,0,12.44196858,0.33626942,-0.44835923,0,2542.62725600,635.65681400,-635.65681400,0,434.00,9.00,-9.00,0,M3 V,3406.00,69.00,-69.00,0,0.388000,0.011000,-0.011000,0,10.88640000,0.00410000,-0.00420000
CT Cha b,,,,,24.66000000,9.08000000,-6.73000000,0,5403.00000000,1907.00000000,-1907.00000000,0,2600.00,250.00,-250.00,0,K5e,4403.00,6.00,-10.00,0,1.679694,0.095969,-0.157166,0,190.72000000,0.77800000,-0.77100000
CoRoT-1 b,1.50895570000,0.00000640000,-0.00000640000,0,16.70000000,0.90000000,-0.90000000,0,327.35000000,38.14000000,-38.14000000,0,1898.00,50.00,-50.00,0,G0 V,5950.00,150.00,-150.00,0,1.110000,0.050000,-0.050000,0,787.90900000,23.49100000,-23.49100000
CoRoT-10 b,13.24060000000,0.00020000000,-0.00020000000,0,10.87000000,0.78000000,-0.78000000,0,874.00000000,50.85000000,-50.85000000,0,600.00,23.00,-23.00,0,K1 V,5075.00,75.00,-75.00,0,0.790000,0.050000,-0.050000,0,338.38600000,3.98650000,-3.98650000
CoRoT-11 b,2.99433000000,0.00001100000,-0.00001100000,0,16.03000000,0.34000000,-0.34000000,0,740.51000000,108.06000000,-108.06000000,0,1657.00,55.00,-55.00,0,F6 V,6440.00,120.00,-120.00,0,1.370000,0.030000,-0.030000,0,655.03700000,24.94700000,-23.20900000
CoRoT-12 b,2.82804200000,0.00001300000,-0.00001300000,0,16.14000000,1.46000000,-1.46000000,0,291.43800000,22.24700000,-20.65800000,0,1442.00,58.00,-58.00,0,,5675.00,80.00,-80.00,0,1.116000,0.096000,-0.092000,0,1126.37000000,55.74500000,-55.74500000
CoRoT-13 b,4.03519000000,0.00003000000,-0.00003000000,0,9.92000000,0.15700000,-0.15700000,0,415.70400000,20.97600000,-20.97600000,0,1700.00,,,0,G0 V,5945.00,90.00,-90.00,0,1.010000,0.030000,-0.030000,0,1148.93000000,62.12000000,-56.15000000
CoRoT-14 b,1.51214000000,0.00013000000,-0.00013000000,0,12.22000000,0.78000000,-0.78000000,0,2415.40000000,190.70000000,-190.70000000,0,1952.00,66.00,-66.00,0,F9 V,6035.00,100.00,-100.00,0,1.210000,0.080000,-0.080000,0,1744.60000000,173.03000000,-144.90000000
CoRoT-16 b,5.35227000000,0.00020000000,-0.00020000000,0,13.11000000,1.79000000,-1.57000000,0,170.03200000,27.01400000,-26.37900000,0,,,,,G5 V,5650.00,100.00,-100.00,0,1.190000,0.140000,-0.130000,0,732.40900000,35.34400000,-32.28200000
CoRoT-17 b,3.76810000000,0.00030000000,-0.00030000000,0,11.43000000,0.78000000,-0.78000000,0,772.29000000,95.34000000,-95.34000000,0,1626.00,31.00,-31.00,0,G2 V,5740.00,80.00,-80.00,0,1.590000,0.070000,-0.070000,0,1176.12000000,57.17000000,-52.19000000
CoRoT-18 b,1.90006930000,0.00000280000,-0.00000280000,0,14.68000000,2.02000000,-2.02000000,0,1102.82000000,120.77000000,-120.77000000,0,1550.00,90.00,-90.00,0,G9 V,5440.00,100.00,-100.00,0,1.000000,0.130000,-0.130000,0,764.88900000,27.61400000,-25.78400000
CoRoT-19 b,3.89713000000,0.00002000000,-0.00002000000,0,14.46000000,0.34000000,-0.34000000,0,352.78000000,19.07000000,-19.07000000,0,2000.00,150.00,-150.00,0,F9 V,6090.00,70.00,-70.00,0,1.650000,0.040000,-0.040000,0,790.66300000,26.73700000,-25.07100000
CoRoT-2 b,1.74299350000,0.00000100000,-0.00000100000,0,16.43200000,0.47100000,-0.49300000,0,1102.82000000,69.92000000,-69.92000000,0,1521.00,18.00,-18.00,0,,5625.00,120.00,-120.00,0,0.906000,0.026000,-0.027000,0,213.28300000,2.48500000,-2.43000000
CoRoT-20 b,9.24285000000,0.00030000000,-0.00030000000,0,9.41556000,0.44836000,-0.44836000,0,1366.66900000,63.56600000,-63.56600000,0,1024.00,16.00,-16.00,0,G2 V,5880.00,90.00,-90.00,0,1.020000,0.050000,-0.050000,0,844.06100000,24.17100000,-22.88300000
CoRoT-20 c,1675.00000000000,19.00000000000,-17.00000000000,0,12.20000000,,,0,5403.11000000,317.83000000,-317.83000000,0,,,,,G2 V,5880.00,90.00,-90.00,0,1.020000,0.050000,-0.050000,0,844.06100000,24.17100000,-22.88300000
CoRoT-21 b,2.72474000000,0.00014000000,-0.00014000000,0,14.57170000,1.56926000,-1.56926000,0,718.29580000,98.52730000,-98.52730000,0,,,,,F8 IV,6200.00,100.00,-100.00,0,1.950000,0.210000,-0.210000,0,1398.83419686,286.45018489,-286.45018489
CoRoT-22 b,9.75598000000,0.00011000000,-0.00011000000,0,4.88000000,0.17000000,-0.39000000,0,12.20000000,14.00000000,-8.80000000,0,885.00,53.00,-280.00,0,G3 V,5939.00,54.00,-120.00,0,1.136000,0.038000,-0.090000,0,627.15800000,11.18700000,-10.80800000
CoRoT-23 b,3.63130000000,0.00010000000,-0.00010000000,0,11.77000000,1.46000000,-1.46000000,0,889.90000000,95.30000000,-95.30000000,0,1660.00,,,0,G0 V,5900.00,100.00,-100.00,0,1.610000,0.180000,-0.180000,0,1060.97000000,45.47000000,-41.94000000
CoRoT-24 b,5.11340000000,0.00060000000,-0.00060000000,0,3.70000000,0.40000000,-0.40000000,0,5.70000000,,,1,1070.00,140.00,-140.00,0,K1 V,4950.00,150.00,-150.00,0,0.860000,0.090000,-0.090000,0,591.55500000,16.04300000,-15.23200000
CoRoT-24 c,11.75900000000,0.00630000000,-0.00630000000,0,5.00000000,0.50000000,-0.50000000,0,28.00000000,11.00000000,-11.00000000,0,850.00,80.00,-80.00,0,K1 V,4950.00,150.00,-150.00,0,0.860000,0.090000,-0.090000,0,591.55500000,16.04300000,-15.23200000
CoRoT-25 b,4.86069000000,0.00006000000,-0.00006000000,0,12.11000000,3.40000000,-1.12000000,0,85.81000000,12.71000000,-12.71000000,0,1330.00,80.00,-40.00,0,F9,6040.00,90.00,-90.00,0,1.190000,0.140000,-0.030000,0,1103.48000000,44.28000000,-41.05000000
CoRoT-26 b,4.20474000000,0.00005000000,-0.00005000000,0,14.12000000,1.46000000,-0.78000000,0,165.26000000,15.89000000,-15.89000000,0,1600.00,80.00,-70.00,0,G5,5590.00,100.00,-100.00,0,1.790000,0.180000,-0.090000,0,1045.18000000,,
CoRoT-27 b,3.57532000000,0.00006000000,-0.00006000000,0,11.28700000,0.49300000,-0.49300000,0,3302.11000000,174.80000000,-174.80000000,0,1500.00,130.00,-130.00,0,G2,5900.00,120.00,-120.00,0,1.080000,0.180000,-0.060000,0,1010.28000000,69.26000000,-61.03600000
CoRoT-28 b,5.20851000000,0.00038000000,-0.00038000000,0,10.70459500,0.73979400,-0.73979400,0,153.82972000,27.65121000,-27.65121000,0,,,,,G8/9 IV,5150.00,100.00,-100.00,0,1.780000,0.110000,-0.110000,0,766.18300000,14.68500000,-14.15200000
CoRoT-29 b,2.85057000000,0.00000600000,-0.00000600000,0,10.08810000,1.79344000,-1.79344000,0,270.15550000,63.56600000,-63.56600000,0,,,,,K0 V,5260.00,100.00,-100.00,0,0.900000,0.120000,-0.120000,0,806.50700000,44.02700000,-39.76000000
CoRoT-3 b,4.25680000000,0.00000500000,-0.00000500000,0,11.32000000,0.78000000,-0.78000000,0,6883.91000000,317.80000000,-317.80000000,0,1695.00,57.00,-57.00,0,F3 V,6740.00,140.00,-140.00,0,1.560000,0.090000,-0.090000,0,768.77100000,30.79100000,-28.54500000
CoRoT-30 b,9.06005000000,0.00024000000,-0.00024000000,0,11.30988100,0.85188400,-0.85188400,0,921.70700000,69.92260000,-69.92260000,0,,,,,G3 V,5650.00,100.00,-100.00,0,0.910000,0.090000,-0.030000,0,1032.23000000,48.57000000,-44.46700000
CoRoT-31 b,4.62941000000,0.00075000000,-0.00075000000,0,16.36514000,3.36270000,-3.36270000,0,266.97720000,108.06220000,-108.06220000,0,,,,,G2 IV,5700.00,120.00,-120.00,0,2.150000,0.560000,-0.660000,0,2005.76000000,169.79000000,-145.71000000
CoRoT-32 b,6.71837000000,0.00001000000,-0.00001000000,0,6.38913000,0.67254000,-0.56045000,0,47.67450000,31.78300000,-31.78300000,0,938.00,65.00,-52.00,0,G0 VI,5970.00,100.00,-100.00,0,0.790000,0.080000,-0.090000,0,576.68300000,10.43600000,-10.43600000
CoRoT-35 b,3.22748000000,0.00008000000,-0.00008000000,0,18.83108758,1.23298788,-1.23298788,0,349.61124770,117.59651059,-117.59651059,0,1747.00,62.00,-62.00,0,F6 V,6390.00,130.00,-130.00,0,1.650000,0.100000,-0.110000,0,1123.21000000,55.90000000,-50.92000000
CoRoT-36 b,5.61653100000,0.00002300000,-0.00002300000,0,15.80466279,1.56925730,-1.56925730,0,216.12331676,149.37935129,-136.66621501,1,1567.00,35.00,-35.00,0,F3 V,6730.00,140.00,-140.00,0,1.520000,0.200000,-0.100000,0,925.95800000,27.79600000,-26.24700000
CoRoT-4 b,9.20205000000,0.00037000000,-0.00037000000,0,13.34000000,0.67000000,-0.56000000,0,228.83000000,25.43000000,-25.43000000,0,1074.00,19.00,-19.00,0,,6190.00,60.00,-60.00,0,1.170000,0.010000,-0.030000,0,726.41200000,15.18100000,-14.58200000
CoRoT-5 b,4.03789620000,0.00000190000,-0.00000190000,0,15.55800000,0.51600000,-0.52700000,0,148.42000000,14.93700000,-7.62800000,0,1438.00,39.00,-39.00,0,F9 V,6100.00,65.00,-65.00,0,1.186000,0.040000,-0.040000,0,882.47200000,25.62000000,-25.62000000
CoRoT-6 b,8.88659300000,0.00000400000,-0.00000400000,0,13.06800000,0.39200000,-0.39200000,0,940.74000000,108.06000000,-108.06000000,0,1017.00,19.00,-19.00,0,F9 V,6090.00,70.00,-70.00,0,1.025000,0.026000,-0.026000,0,645.29400000,12.45300000,-11.99700000
CoRoT-7 b,0.85359163000,0.00000000600,-0.00000000600,0,1.68135000,0.11209000,-0.11209000,0,4.07660518,1.01981794,-1.01981794,0,1756.00,27.00,-27.00,0,G9 V,5275.00,75.00,-75.00,0,0.830000,0.040000,-0.040000,0,159.90600000,0.91700000,-0.90600000
CoRoT-7 c,3.69800000000,0.00300000000,-0.00300000000,0,2.83000000,,,0,8.40000000,0.90000000,-0.90000000,0,,,,,G9 V,5256.00,91.33,-130.85,0,0.864273,0.053165,-0.040252,0,159.90600000,0.91700000,-0.90600000
CoRoT-7 d,8.96600000000,1.54600000000,-1.54600000000,0,4.31000000,,,0,17.14200000,2.55200000,-2.55200000,0,,,,,G9 V,5250.00,60.00,-60.00,0,0.838900,0.009300,-0.008800,0,159.90600000,0.91700000,-0.90600000
CoRoT-8 b,6.21229000000,0.00003000000,-0.00003000000,0,6.39000000,0.22000000,-0.22000000,0,69.92000000,9.53000000,-9.53000000,0,870.00,14.00,-14.00,0,K1 V,5080.00,80.00,-80.00,0,0.770000,0.020000,-0.020000,0,322.03700000,2.71400000,-2.71400000
CoRoT-9 b,95.27265600000,0.00006800000,-0.00006800000,0,11.94879400,0.84067500,-0.70616700,0,266.97720000,15.89150000,-15.89150000,0,420.00,16.00,-16.00,0,G3 V,5625.00,80.00,-80.00,0,0.960000,0.060000,-0.060000,0,412.98000000,4.72500000,-4.62200000
DE CVn b,4098.10000000000,131.50000000000,-131.50000000000,0,12.40000000,,,0,3823.27330161,955.81832540,-955.81832540,0,,,,,,3579.00,157.00,-157.00,0,0.424754,0.012656,-0.012656,0,30.52250000,0.02840000,-0.02850000
DENIS-P J082303.1-491201 b,246.36000000000,1.38000000000,-1.35000000000,0,11.90000000,,,0,9057.77000000,603.85000000,-603.85000000,0,,,,,L1.5,,,,,,,,,20.77000000,0.08000000,-0.08000000
DH Tau b,,,,,30.26430000,8.96720000,-8.96720000,0,3496.00000000,3178.00000000,-953.00000000,0,2200.00,,,0,M0.5,4371.00,137.00,-137.00,0,0.270000,0.070000,-0.070000,0,134.84600000,1.28200000,-1.25800000
DMPP-1 b,18.57000000000,0.01000000000,-0.01000000000,0,5.29000000,,,0,24.27000000,1.16000000,-1.59000000,0,877.00,,,0,F8 V,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,62.53880000,0.17820000,-0.17730000
DMPP-1 c,6.58400000000,0.00300000000,-0.00200000000,0,3.06000000,,,0,9.60000000,0.53000000,-1.58000000,0,1239.00,,,0,F8 V,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,62.53880000,0.17820000,-0.17730000
DMPP-1 d,2.88200000000,0.00100000000,-0.00100000000,0,1.65000000,,,0,3.35000000,0.38000000,-0.34000000,0,1632.00,,,0,F8 V,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,62.53880000,0.17820000,-0.17730000
DMPP-1 e,5.51600000000,0.00200000000,-0.00400000000,0,1.86000000,,,0,4.13000000,0.66000000,-1.14000000,0,1314.00,,,0,F8 V,6196.00,29.00,-29.00,0,1.260000,0.020000,-0.020000,0,62.53880000,0.17820000,-0.17730000
DMPP-2 b,5.20720000000,0.00020000000,-0.00550000000,0,14.30000000,,,0,138.89171000,9.53490000,-18.75197000,0,1000.00,,,0,F5 V,6500.00,100.00,-100.00,0,1.780000,0.090000,-0.090000,0,137.94000000,0.68100000,-0.67500000
DMPP-3 A b,6.67320000000,0.00110000000,-0.00030000000,0,1.41000000,,,0,2.58000000,0.35000000,-0.58000000,0,854.00,,,0,K0 V,5138.00,99.00,-99.00,0,0.910000,0.020000,-0.020000,0,45.23000000,1.60000000,-1.72000000
DMPP-4 b,3.49820000000,0.00220000000,-0.23270000000,0,3.53000000,,,0,12.20000000,1.80000000,-1.90000000,0,,,,,F5-F8 V,6400.00,50.00,-50.00,0,1.380000,0.010000,-0.010000,0,25.32840000,0.03820000,-0.03800000
DP Leo b,10220.00000000000,730.00000000000,-730.00000000000,0,12.70000000,,,0,1995.88832000,184.33363000,-184.33363000,0,,,,,,13500.00,500.00,-500.00,0,0.011500,,,0,305.68400000,33.55400000,-27.60400000
DS Tuc A b,8.13826800000,0.00001100000,-0.00001100000,0,5.70000000,0.17000000,-0.17000000,0,413.17900000,,,1,850.00,,,0,G6 V,5428.00,80.00,-80.00,0,0.964000,0.029000,-0.029000,0,44.06220000,0.06930000,-0.06910000
EPIC 201170410.02,6.79870000000,0.00010000000,-0.00010000000,0,1.04700000,0.27600000,-0.25700000,0,1.15000000,,,0,,,,,,3648.00,172.00,-143.00,0,0.282000,0.074000,-0.069000,0,134.00000000,45.80000000,-39.80000000
EPIC 201238110 b,28.16560000000,0.00270000000,-0.00280000000,0,1.87000000,0.20000000,-0.45000000,0,4.16000000,,,0,,,,,,3587.00,157.00,-157.00,0,0.374000,0.089000,-0.035000,0,159.25900000,1.41400000,-1.39000000
EPIC 201427007 b,0.72091000000,0.00014000000,-0.00014000000,0,1.50000000,0.20000000,-0.20000000,0,2.86000000,,,0,,,,,,5633.00,111.00,-111.00,0,0.940000,0.090000,-0.090000,0,706.39100000,16.79000000,-16.79000000
EPIC 201497682 b,2.13174000000,0.00022000000,-0.00022000000,0,0.69200000,0.05900000,-0.04800000,0,0.26000000,,,0,,,,,,4991.00,75.00,-100.80,0,0.554000,0.016000,-0.023000,0,253.02600000,1.66400000,-1.66400000
EPIC 201595106 b,0.87724000000,0.00004000000,-0.00004000000,0,1.56500000,0.07900000,-0.07900000,0,7.67000000,0.75000000,-0.75000000,0,2038.00,39.00,-39.00,0,,5679.00,60.00,-39.00,0,0.980000,0.025000,-0.025000,0,232.10000000,2.70600000,-2.64600000
EPIC 201615463 c,3.80464000000,0.00091000000,-0.00105000000,0,1.22000000,0.21000000,-0.17000000,0,1.98000000,,,0,,,,,,5960.00,52.00,-53.00,0,1.610000,0.040000,-0.040000,0,476.88200000,9.69200000,-9.32100000
EPIC 201754305 d,2.71578000000,0.00031000000,-0.00031000000,0,1.03000000,0.08500000,-0.08600000,0,1.08000000,,,0,,,,,K3 V,4761.00,50.00,-57.00,0,0.544000,0.012000,-0.021000,0,334.96700000,4.17850000,-4.17850000
EPIC 201757695.02,2.04780000000,0.00010000000,-0.00010000000,0,0.90819000,0.05861000,-0.06401000,0,0.68800000,,,0,,,,,,4520.00,108.00,-54.00,0,0.655000,0.041000,-0.045000,0,577.60000000,33.20000000,-29.80000000
EPIC 201833600 c,3.96151000000,0.00046000000,-0.00051000000,0,1.00000000,0.12000000,-0.11000000,0,0.97200000,,,0,,,,,,4326.00,128.00,-128.00,0,0.634000,0.039000,-0.045000,0,257.44300000,3.23900000,-3.23900000
EPIC 201841433 b,4.16980000000,0.00010000000,-0.00010000000,0,1.04000000,0.03700000,-0.03200000,0,1.12000000,,,0,,,,,,5053.00,103.00,-166.00,0,0.628461,0.043420,-0.024858,0,436.48800000,8.17800100,-7.88800000
EPIC 205950854 c,8.05072200000,0.00007500000,-0.00003800000,0,1.31000000,0.14400000,-0.06300000,0,2.27000000,,,0,960.60,20.50,-10.20,0,,5502.70,101.00,-50.50,0,0.830000,0.087000,-0.043000,0,243.93500000,4.23900000,-4.09900000
EPIC 206024342 b,4.50756000000,0.00062000000,-0.00060000000,0,1.70000000,0.59000000,-0.31000000,0,3.53000000,,,0,,,,,,5724.00,72.00,-72.00,0,0.823000,0.100000,-0.042000,0,369.88800000,4.99000000,-4.86000000
EPIC 206024342 c,0.91172400000,0.00007600000,-0.00007600000,0,1.40000000,0.50000000,-0.50000000,0,2.54000000,,,0,,,,,,5724.00,72.00,-72.00,0,1.100000,0.360000,-0.360000,0,369.88800000,4.99000000,-4.86000000
EPIC 206024342 d,14.64753100000,0.00000410000,-0.00000410000,0,2.60000000,0.90000000,-0.90000000,0,7.27000000,,,0,,,,,,5724.00,72.00,-72.00,0,1.100000,0.360000,-0.360000,0,369.88800000,4.99000000,-4.86000000
EPIC 206032309 b,2.87814000000,0.00023000000,-0.00026000000,0,1.01000000,0.24000000,-0.13000000,0,1.01000000,,,0,,,,,,3489.00,157.00,-157.00,0,0.373440,0.011787,-0.011787,0,161.36500000,1.79300000,-1.79300000
EPIC 206042996 b,5.29860000000,0.00060000000,-0.00060000000,0,1.70000000,0.20000000,-0.20000000,0,3.53000000,,,0,,,,,,4114.00,99.00,-99.00,0,0.500000,0.040000,-0.040000,0,451.76900000,13.97600000,-13.17600000
EPIC 206042996 c,0.35488400000,0.00006300000,-0.00006300000,0,1.20000000,0.20000000,-0.10000000,0,1.87000000,,,0,,,,,,4114.00,99.00,-99.00,0,0.500000,0.040000,-0.040000,0,451.76900000,13.97600000,-13.17600000
EPIC 206215704 b,2.25543600000,0.00009100000,-0.00009100000,0,1.00000000,0.10000000,-0.09000000,0,0.97200000,,,0,,,,,,3297.00,73.00,-73.00,0,0.250000,0.010000,-0.010000,0,109.88800000,1.08000000,-1.08000000
EPIC 206317286 b,1.58252000000,0.00017000000,-0.00018000000,0,0.96000000,0.11000000,-0.15000000,0,0.84000000,,,0,,,,,,4752.00,138.00,-138.00,0,0.669000,0.037000,-0.050000,0,314.35000000,2.93600000,-2.88200000
EPIC 206317286 c,17.51547200000,0.00228800000,-0.00296500000,0,2.09400000,0.17600000,-0.16000000,0,5.03000000,,,0,,,,,,4752.00,138.00,-138.00,0,0.758000,0.052000,-0.057000,0,314.35000000,2.93600000,-2.88200000
EPIC 211822797 b,21.17019630000,0.00006620000,-0.00006420000,0,1.92000000,0.12000000,-0.07000000,0,4.35000000,,,0,431.00,4.00,-17.00,0,M0,4057.00,37.00,-39.00,0,0.580000,0.010000,-0.010000,0,186.19700000,1.36450000,-1.36450000
EPIC 211945201 b,19.49221000000,0.00066600000,-0.00065300000,0,5.76000000,0.30000000,-0.30000000,0,27.00000000,14.00000000,-12.60000000,0,817.00,15.00,-14.00,0,G0,6069.00,90.00,-90.00,0,1.390000,0.020000,-0.020000,0,181.69000000,1.29500000,-1.27700000
EPIC 212297394 b,2.28936300000,0.00023200000,-0.00025100000,0,1.48000000,0.13000000,-0.11000000,0,2.79000000,,,0,1149.00,43.00,-44.00,0,,5171.00,172.00,-130.00,0,0.800000,0.030000,-0.030000,0,418.39500000,7.35300000,-7.10700000
EPIC 212297394 c,5.21396500000,0.00044200000,-0.00044200000,0,2.27000000,0.19000000,-0.14000000,0,5.77000000,,,0,866.00,27.00,-37.00,0,,5171.00,172.00,-130.00,0,0.800000,0.030000,-0.030000,0,418.39500000,7.35300000,-7.10700000
EPIC 212424622 b,18.09830000000,0.00600000000,-0.00580000000,0,2.17000000,0.67000000,-0.42000000,0,5.35000000,,,0,,,,,,5782.33,11.67,-107.69,0,1.224700,0.004900,-0.046900,0,611.80400000,10.28500000,-9.95600000
EPIC 212499991 b,34.88500000000,0.01100000000,-0.01000000000,0,1.60000000,0.13000000,-0.16000000,0,3.19000000,,,0,,,,,,4982.79,43.77,-40.79,0,0.757541,0.012556,-0.013135,0,283.29000000,2.04300000,-2.01500000
EPIC 212587672 b,15.28078000000,0.00012100000,-0.00011600000,0,1.26000000,0.11000000,-0.09000000,0,2.13000000,,,0,756.00,14.00,-15.00,0,,6004.00,77.00,-78.00,0,0.980000,0.040000,-0.030000,0,320.07000000,6.39200000,-6.15200000
EPIC 212587672 c,23.22855500000,0.00006800000,-0.00007100000,0,2.32000000,0.19000000,-0.12000000,0,5.99000000,,,0,658.00,13.00,-14.00,0,,6004.00,77.00,-78.00,0,0.980000,0.040000,-0.030000,0,320.07000000,6.39200000,-6.15200000
EPIC 212624936 b,0.57865700000,0.00001600000,-0.00001600000,0,1.20000000,0.30000000,-0.30000000,0,1.87000000,,,0,,,,,,5765.00,170.00,-170.00,0,0.930000,0.200000,-0.200000,0,561.92900000,8.91300000,-8.64400000
EPIC 212624936 c,11.81143700000,0.00011000000,-0.00011000000,0,2.30000000,0.50000000,-0.50000000,0,5.90000000,,,0,,,,,,5765.00,170.00,-170.00,0,0.930000,0.200000,-0.200000,0,561.92900000,8.91300000,-8.64400000
EPIC 212737443 b,13.60300000000,0.00130000000,-0.00130000000,0,2.58600000,0.12600000,-0.12600000,0,7.20000000,,,0,536.00,18.00,-18.00,0,K3,4684.00,79.00,-79.00,0,0.673000,0.024000,-0.024000,0,336.25000000,4.74300000,-4.61500000
EPIC 212737443 c,65.55000000000,0.00890000000,-0.00890000000,0,2.69000000,0.14600000,-0.14600000,0,7.70000000,,,0,316.00,10.00,-10.00,0,K3,4684.00,79.00,-79.00,0,0.673000,0.024000,-0.024000,0,336.25000000,4.74300000,-4.61500000
EPIC 220492298 b,0.76240600000,0.00015000000,-0.00015000000,0,0.99000000,0.10000000,-0.10000000,0,0.93700000,,,0,,,,,,5620.00,31.00,-31.00,0,0.890000,0.090000,-0.090000,0,624.51200000,14.94700000,-14.94700000
EPIC 220554210 c,0.70531000000,0.00003700000,-0.00003700000,0,1.60000000,0.10000000,-0.10000000,0,3.19000000,,,0,,,,,,5499.00,109.00,-109.00,0,1.000000,0.040000,-0.040000,0,496.28900000,7.90200000,-7.66300000
EPIC 220674823 b,0.57131270000,0.00000550000,-0.00000550000,0,1.67600000,0.03700000,-0.03700000,0,7.80000000,0.71000000,-0.70000000,0,2299.00,36.00,-35.00,0,G5 V,5578.00,46.00,-46.00,0,0.990000,0.012000,-0.012000,0,244.59000000,3.04400000,-2.97200000
EPIC 220674823 c,13.33989000000,0.00068000000,-0.00070000000,0,2.84000000,0.10000000,-0.08000000,0,7.32000000,2.49000000,-2.38000000,0,804.00,13.00,-12.00,0,G5 V,5578.00,46.00,-46.00,0,0.990000,0.012000,-0.012000,0,244.59000000,3.04400000,-2.97200000
EPIC 228836835 b,0.72811300000,0.00006300000,-0.00006300000,0,1.10000000,0.30000000,-0.20000000,0,1.37000000,,,0,932.00,17.00,-17.00,0,,3782.00,152.00,-152.00,0,0.320000,0.070000,-0.070000,0,150.12400000,1.79900000,-1.75800000
EPIC 229004835 b,16.14113200000,0.00001900000,-0.00001900000,0,2.33200000,0.08000000,-0.09400000,0,10.40000000,1.60000000,-1.50000000,0,804.00,10.00,-10.00,0,,5868.00,60.00,-60.00,0,0.999000,0.008000,-0.008000,0,121.97100000,0.87900000,-0.86600000
EPIC 246851721 b,6.18023500000,0.00001400000,-0.00001400000,0,11.78065900,0.49319600,-0.49319600,0,953.49000000,349.61300000,-381.39600000,0,1401.00,16.00,-16.00,0,F5 V,6202.00,52.00,-50.00,0,1.586000,0.034000,-0.033000,0,372.63200000,19.45600000,-17.64400000
EPIC 248847494 b,3650.00000000000,1280.00000000000,-1130.00000000000,0,12.44199000,0.78463000,-0.78463000,0,4131.79000000,,,1,183.00,25.00,-18.00,0,,4898.00,68.00,-68.00,0,2.700000,0.120000,-0.120000,0,551.88600000,12.75200000,-12.75200000
EPIC 249893012 b,3.59510000000,0.00030000000,-0.00030000000,0,1.95000000,0.09000000,-0.08000000,0,8.75000000,1.09000000,-1.08000000,0,1616.00,149.00,-79.00,0,G8 IV/V,5430.00,85.00,-85.00,0,1.710000,0.040000,-0.040000,0,321.29600000,4.18900000,-4.08500000
EPIC 249893012 c,15.62400000000,0.00100000000,-0.00100000000,0,3.67000000,0.17000000,-0.14000000,0,14.67000000,1.84000000,-1.89000000,0,990.00,92.00,-49.00,0,G8 IV/V,5430.00,85.00,-85.00,0,1.710000,0.040000,-0.040000,0,321.29600000,4.18900000,-4.08500000
